title,tom,aud,tom_ave_rating,tom_num_reviews,tom_fresh,tom_rotten,aud_ave_rating,aud_num_ratings,age_rating,genre,director,writers,rel_date,box,runtime,studio,link
The Institute,0,14,2.5,5,0,5,1.8,167,R,"['Drama', 'Horror']","Pamela Romanowsky, James Franco","['Adam Rager, Matt Rager']","Mar 3, 2017",,90.0,Campbell Grobman Films,https://www.rottentomatoes.com/m/the_institute_2017
The Monster Project,60,43,6.0,5,3,2,3.3,155,NR,['Horror'],Victor Mathieu,"['Corbin Billings, Shariya Lynn, Victor Mathieu']","Aug 18, 2017",,103.0,Epic Pictures,https://www.rottentomatoes.com/m/the_monster_project_2017
Be Afraid,18,28,4.6,11,2,9,2.7,104,NR,"['Mystery & Suspense', 'Science Fiction & Fantasy']",Drew Gabreski,['Gerald Nott'],"Jun 1, 2017",,99.0,DarkShed,https://www.rottentomatoes.com/m/be_afraid_2017
Imitation Girl,100,36,7.0,5,5,0,2.9,81,NR,"['Drama', 'Science Fiction & Fantasy']",Natasha Kermani,['Natasha Kermani'],"Apr 19, 2018",,82.0,Epic Pictures,https://www.rottentomatoes.com/m/imitation_girl_2017
Le Brio,80,76,6.7,5,4,1,3.6,36,NR,"['Art House & International', 'Comedy', 'Kids & Family']",Yvan Attal,"['Yaël Langmann, Victor Saint Macary, Yvan Attal']",,,95.0,,https://www.rottentomatoes.com/m/le_brio
All Nighter,0,34,3.7,12,0,12,3.0,362,R,['Comedy'],Gavin Wiesen,['Seth W. Owen'],"Mar 17, 2017",,86.0,Good Deed Entertainment,https://www.rottentomatoes.com/m/all_nighter_2017
Love After Love,88,49,7.6,25,22,3,2.7,320,NR,['Drama'],Russell Harbaugh,"['Russell Harbaugh, Eric Mendelsohn']","Mar 30, 2018",,93.0,IFC Films,https://www.rottentomatoes.com/m/love_after_love_2017
Savage Dog,63,42,3.8,8,5,3,3.1,114,NR,"['Action & Adventure', 'Drama']",Jesse V. Johnson,['Jesse V. Johnson'],"Aug 4, 2017",,94.0,Bleiberg Entertainment,https://www.rottentomatoes.com/m/savage_dog
Porcupine Lake,91,83,6.2,11,10,1,4.0,32,NR,"['Drama', 'Romance']",Ingrid Veninger,['Ingrid Veninger'],,,84.0,Punk Films,https://www.rottentomatoes.com/m/porcupine_lake
Tom of Finland,81,70,6.7,58,47,11,3.7,785,NR,"['Art House & International', 'Drama']",Dome Karukoski,['Aleksi Bardy'],"Oct 13, 2017",323048.0,114.0,Kino Lorber,https://www.rottentomatoes.com/m/tom_of_finland
I Do... Until I Don't,29,50,4.4,58,17,41,3.2,466,R,['Comedy'],Lake Bell,['Lake Bell'],"Sep 1, 2017",279263.0,103.0,The Film Arcade,https://www.rottentomatoes.com/m/i_do_until_i_dont_2017
Kaabil,70,74,5.5,10,7,3,4.0,340,NR,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",,,"Jan 25, 2017",,,B4U US Inc.,https://www.rottentomatoes.com/m/kaabil_2017
The Time of Their Lives,18,37,3.9,22,4,18,3.2,74,NR,['Comedy'],Roger Goldby,['Roger Goldby'],,,,Vertigo Films,https://www.rottentomatoes.com/m/the_time_of_their_lives
Eloise,0,17,2.0,7,0,7,2.1,300,R,['Horror'],Robert Legato,['Christopher Borrelli'],"Feb 3, 2017",,89.0,Vinson Films,https://www.rottentomatoes.com/m/eloise_2017
Raabta,20,8,5.3,5,1,4,2.1,54,NR,['Drama'],Dinesh Vijan,"['Garima, Siddharth Garima']","Jun 9, 2017",,120.0,Maddock Films,https://www.rottentomatoes.com/m/raabta
A Few Less Men,15,28,3.3,13,2,11,2.5,69,NR,['Comedy'],Mark Lamprell,['Dean Craig'],,,92.0,,https://www.rottentomatoes.com/m/a_few_less_men
Indian Horse,78,93,5.7,9,7,2,4.5,174,NR,['Drama'],Stephen Campanelli,['Dennis Foon'],,,,Elevation Pictures,https://www.rottentomatoes.com/m/indian_horse
The Sound,25,21,4.0,8,2,6,2.1,59,NR,"['Horror', 'Mystery & Suspense']",Jenna Mattison,['Jenna Mattison'],"Sep 29, 2017",,92.0,Hackybox Pictures,https://www.rottentomatoes.com/m/the_sound_2017
The Light of the Moon,97,95,7.5,30,29,1,4.8,183,NR,['Drama'],Jessica M. Thompson,['Jessica M. Thompson'],"Nov 1, 2017",,94.0,Imagination Worldwide / The Film Collaborative,https://www.rottentomatoes.com/m/the_light_of_the_moon_2017
Half Girlfriend,60,54,5.2,5,3,2,3.2,156,NR,"['Drama', 'Romance']",Mohit Suri,['Tushar Hiranandani'],"May 19, 2017",,99.0,NH Studioz,https://www.rottentomatoes.com/m/half_girlfriend
Curvature,38,71,4.9,13,5,8,3.7,95,NR,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",Diego Hallivis,['Brian DeLeeuw'],,,89.0,Screen Media Films,https://www.rottentomatoes.com/m/curvature_2017
Most Beautiful Island,95,46,6.8,37,35,2,2.9,509,NR,"['Drama', 'Mystery & Suspense']",Ana Asensio,['Ana Asensio'],"Nov 2, 2017",,80.0,Glass Eye Pix,https://www.rottentomatoes.com/m/most_beautiful_island_2017
Don't Sleep,9,26,4.4,11,1,10,2.0,74,NR,"['Horror', 'Mystery & Suspense']",Rick Bieber,['Rick Bieber'],"Sep 29, 2017",,95.0,MiNDS i CiNEMA,https://www.rottentomatoes.com/m/dont_sleep_2017
Five Fingers for Marseilles,73,91,6.8,26,19,7,4.7,127,NR,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Western']",,['Sean Drummond'],"Sep 7, 2018",,120.0,Uncork'd Entertainment,https://www.rottentomatoes.com/m/five_fingers_for_marseilles
Edie,70,67,5.9,23,16,7,4.0,48,NR,['Drama'],Simon Hunter,"[""Elizabeth O'Halloran""]",,,102.0,Cape Wrath FIlms,https://www.rottentomatoes.com/m/edie
Kill Order,20,42,3.1,5,1,4,2.8,25,NR,"['Action & Adventure', 'Science Fiction & Fantasy']",James Mark,['James Mark'],"Feb 6, 2018",,77.0,RLJ Entertainment,https://www.rottentomatoes.com/m/kill_order
Black Snow (Nieve negra),57,39,6.3,7,4,3,3.2,95,NR,"['Art House & International', 'Drama', 'Mystery & Suspense']",Martin Hodara,"[""Leonel D'Agostino, Martin Hodara""]",,,90.0,Pampa Films,https://www.rottentomatoes.com/m/nieve_negra
The Lovers,84,44,7.0,103,87,16,2.9,2482,R,"['Comedy', 'Drama', 'Romance']",Azazel Jacobs,['Azazel Jacobs'],"May 5, 2017",2190710.0,94.0,A24 Films,https://www.rottentomatoes.com/m/the_lovers_2017
In Search of Fellini,88,73,6.0,8,7,1,3.9,310,R,['Drama'],Taron Lexton,"['Nancy Cartwright, Peter Kjenaas']","Sep 15, 2017",10796.0,93.0,AMBI Distribution,https://www.rottentomatoes.com/m/in_search_of_fellini
Sun Dogs,80,77,5.9,5,4,1,4.0,86,NR,['Drama'],Jennifer Morrison,['Anthony Tambakis'],,,94.0,,https://www.rottentomatoes.com/m/sun_dogs_2017
The Other Side of Hope (Toivon tuolla puolen),91,79,7.8,92,84,8,3.8,587,NR,"['Art House & International', 'Comedy', 'Drama']",Aki Kaurismäki,['Aki Kaurismäki'],"Dec 1, 2017",,98.0,Janus Films,https://www.rottentomatoes.com/m/toivon_tuolla_puolen
The Show,0,37,5.0,6,0,6,2.8,101,R,['Drama'],Giancarlo Esposito,"['Noah Pink, Kenny Yakkel']","Sep 15, 2017",,104.0,Dobre Films,https://www.rottentomatoes.com/m/this_is_your_death_2017
Let There Be Light,100,72,7.6,6,6,0,3.8,142,NR,['Documentary'],Mila Aung-Thwin,"['Mila Aung-Thwin, Bob Moore']",,,80.0,EyeSteelFilm,https://www.rottentomatoes.com/m/let_there_be_light_2017
The Changeover,100,85,7.2,6,6,0,4.3,35,NR,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","Stuart McKenzie, Miranda Harcourt",['Stuart McKenzie'],,,,Firefly Films,https://www.rottentomatoes.com/m/the_changeover
Nails,44,20,4.7,16,7,9,2.1,75,NR,"['Art House & International', 'Horror']",Dennis Bartok,"['Tom Abrams, Dennis Bartok']","Oct 25, 2017",,85.0,Dark Sky Films,https://www.rottentomatoes.com/m/nails_2017
A Question of Faith,40,80,5.8,5,2,3,4.1,1129,PG,['Drama'],Kevan Otto,['Ty Manns'],"Sep 29, 2017",2507723.0,91.0,Pure Flix Entertainment,https://www.rottentomatoes.com/m/a_question_of_faith_2017
